time,soma,dend,iampar,inmdar
0,-19000,-61,-0,-0
9.87443e-06,-18922.5,-61,-0,-0
1.97489e-05,-18856.3,-61,-0,-0
3.76417e-05,-18755.5,-61,-0,-0
5.55346e-05,-18675,-61,-0,-0
0.000107572,-18508.9,-61,-0,-0
0.00015961,-18405.7,-61,-0,-0
0.000211648,-18328.3,-61,-0,-0
0.000263685,-18260.3,-61,-0,-0
0.000315723,-18196.2,-61,-0,-0
0.000402408,-18094.7,-61,-0,-0
0.00053805,-17947.9,-61,-0,-0
0.000673691,-17813.9,-61,-0,-0
0.000809332,-17689.4,-61,-0,-0
0.00101578,-17512.9,-61,-0,-0
0.00122222,-17347.5,-61,-0,-0
0.00162372,-17047.6,-61,-0,-0
0.00202521,-16766.5,-61,-0,-0
0.0024267,-16498.9,-61,-0,-0
0.0028282,-16243.3,-61,-0,-0
0.00322969,-15998.6,-61,-0,-0
0.00390781,-15606.6,-61,-0,-0
0.00458593,-15237.6,-61,-0,-0
0.00526405,-14888.1,-61,-0,-0
0.00631092,-14382.2,-61,-0,-0
0.00735778,-13911.8,-61,-0,-0
0.00840465,-13472.2,-61,-0,-0
0.0103369,-12730.3,-61,-0,-0
0.0122691,-12064.9,-61,-0,-0
0.0142013,-11464.4,-61,-0,-0
0.0161335,-10919.3,-61,-0,-0
0.0180657,-10421.5,-61,-0,-0
0.0199979,-9964.93,-61,-0,-0
0.0230947,-9307.01,-61,-0,-0
0.0261915,-8726.47,-61,-0,-0
0.0292882,-8210.98,-61,-0,-0
0.032385,-7750.44,-61,-0,-0
0.0354818,-7336.61,-61,-0,-0
0.0402821,-6772.2,-61,-0,-0
0.0450824,-6285.13,-61,-0,-0
0.0498826,-5861.22,-61,-0,-0
0.0546829,-5489.43,-61,-0,-0
0.0594832,-5160.93,-61,-0,-0
0.0668348,-4726.03,-61,-0,-0
0.0741865,-4357.46,-61,-0,-0
0.0815381,-4041.79,-61,-0,-0
0.0888898,-3768.88,-61,-0,-0
0.0962414,-3530.75,-61,-0,-0
0.107304,-3224.55,-61,-0,-0
0.118367,-2967.8,-61,-0,-0
0.12943,-2749.94,-61,-0,-0
0.146646,-2469.78,-61,-0,-0
0.163862,-2243.53,-61,-0,-0
0.181079,-2057.95,-61,-0,-0
0.198295,-1903.54,-61,-0,-0
0.215512,-1772.81,-61,-0,-0
0.232728,-1660.41,-61,-0,-0
0.249944,-1562.94,-61,-0,-0
0.276748,-1435.1,-61,-0,-0
0.303553,-1330.11,-61,-0,-0
0.330357,-1242.56,-61,-0,-0
0.357161,-1168.43,-61.0001,-0,-0
0.383965,-1104.89,-61.0002,-0,-0
0.410769,-1049.94,-61.0004,-0,-0
0.456187,-972.309,-61.0011,-0,-0
