time,soma,dend,iampar,inmdar
0,-19000,-61,-0,-0
1.01989e-05,-18947.6,-61,-0,-0
2.03977e-05,-18903.5,-61,-0,-0
3.73594e-05,-18841.4,-61,-0,-0
5.43211e-05,-18790.6,-61,-0,-0
0.000103642,-18677.8,-61,-0,-0
0.000152964,-18597.5,-61,-0,-0
0.000202285,-18532,-61,-0,-0
0.000251606,-18474.2,-61,-0,-0
0.000300927,-18421.6,-61,-0,-0
0.000400599,-18327.9,-61,-0,-0
0.000500271,-18248.5,-61,-0,-0
0.000676081,-18133.5,-61,-0,-0
0.000851891,-18040,-61,-0,-0
0.00112911,-17916.7,-61,-0,-0
0.00140634,-17806.9,-61,-0,-0
0.00168356,-17702.7,-61,-0,-0
0.00196078,-17602.2,-61,-0,-0
0.00223801,-17504.9,-61,-0,-0
0.0027439,-17334,-61,-0,-0
0.0032498,-17169.1,-61,-0,-0
0.0037557,-17008.2,-61,-0,-0
0.00452936,-16768.8,-61,-0,-0
0.00530302,-16536,-61,-0,-0
0.00649484,-16189,-61,-0,-0
0.00768667,-15854.5,-61,-0,-0
0.0088785,-15531.2,-61,-0,-0
0.0110081,-14978.6,-61,-0,-0
0.0131376,-14455.3,-61,-0,-0
0.0152672,-13958.6,-61,-0,-0
0.0173967,-13486,-61,-0,-0
0.0195263,-13035.6,-61,-0,-0
0.0228847,-12366.4,-61,-0,-0
0.0262431,-11743.3,-61,-0,-0
0.0296015,-11161.9,-61,-0,-0
0.03296,-10618.5,-61,-0,-0
0.0363184,-10109.9,-61,-0,-0
0.0419899,-9321.98,-61,-0,-0
0.0476614,-8613.44,-61,-0,-0
0.0533329,-7974.66,-61,-0,-0
0.0590044,-7397.48,-61,-0,-0
0.0646759,-6874.87,-61.0001,-0,-0
0.0735782,-6150.21,-61.0003,-0,-0
0.0824805,-5525.54,-61.0008,-0,-0
0.0913829,-4985.18,-61.0018,-0,-0
0.105182,-4284.33,-61.0049,-0,-0
0.118981,-3716.97,-61.0108,-0,-0
0.132779,-3254.74,-61.0207,-0,-0
0.146578,-2875.79,-61.0356,-0,-0
0.160377,-2562.8,-61.0566,-0,-0
0.174176,-2302.33,-61.0841,-0,-0
0.187975,-2084.23,-61.1186,-0,-0
0.209856,-1806.41,-61.188,-0,-0
0.231737,-1592.03,-61.2751,-0,-0
0.253618,-1424.16,-61.3784,-0,-0
0.275499,-1290.67,-61.4963,-0,-0
0.29738,-1182.95,-61.6266,-0,-0
0.319262,-1094.96,-61.7672,-0,-0
0.355216,-982.156,-62.0154,-0,-0
0.39117,-897.496,-62.2778,-0,-0
0.427124,-831.752,-62.5479,-0,-0
0.463078,-778.999,-62.8209,-0,-0
0.499032,-735.844,-63.0928,-0,-0
0.534986,-700.173,-63.3608,-0,-0
0.57094,-670.249,-63.623,-0,-0
0.63243,-629.011,-64.0545,-0,-0
0.69392,-596.556,-64.4626,-0,-0
0.75541,-569.462,-64.8465,-0,-0
0.8169,-545.983,-65.2063,-0,-0
0.87839,-525.798,-65.5432,-0,-0
0.939881,-508.619,-65.8587,-0,-0
1.00137,-493.637,-66.1547,-0,-0
1.06286,-480.1,-66.433,-0,-0
1.12435,-467.752,-66.6951,-0,-0
1.21732,-451.013,-67.064,-0,-0
1.31029,-436.303,-67.404,-0,-0
1.40326,-423.29,-67.7194,-0,-0
1.49623,-411.527,-68.0136,-0,-0
1.58921,-400.635,-68.2896,-0,-0
1.73653,-384.863,-68.6952,-0,-0
1.98668,-361.319,-69.3138,-0,-0
2.23683,-341.193,-69.8649,-0,-0
2.48698,-323.817,-70.3636,-0,-0
2.73713,-308.305,-70.8193,-0,-0
2.98729,-294.151,-71.2387,-0,-0
3.23744,-281.216,-71.6271,-0,-0
3.48759,-269.394,-71.9879,-0,-0
3.73774,-258.537,-72.3237,-0,-0
3.98789,-248.517,-72.6367,-0,-0
4.23804,-239.252,-72.9285,-0,-0
4.65343,-225.337,-73.3708,-0,-0
5.06882,-213.017,-73.7662,-0,-0
5.4842,-202.059,-74.12,-0,-0
5.89959,-192.274,-74.4372,-0,-0
6.31498,-183.506,-74.722,-0,-0
6.73036,-175.621,-74.9783,-0,-0
7.41307,-164.294,-75.346,-0,-0
8.09577,-154.659,-75.6576,-0,-0
8.77847,-146.411,-75.9232,-0,-0
9.46117,-139.311,-76.1506,-0,-0
10,-134.389,-76.3076,-0,-0
10,-134.389,-76.3076,-0,-0
10.0849,-133.668,-76.3305,-0,-0
10.1699,-132.959,-76.3531,-0,-0
10.3427,-131.551,-76.3978,-0,-0
10.5154,-130.185,-76.4412,-0,-0
10.6882,-128.863,-76.4832,-0,-0
11.0271,-126.394,-76.5614,-0,-0
11.6036,-122.544,-76.6833,-0,-0
12.18,-119.091,-76.7925,-0,-0
12.7564,-115.99,-76.8906,-0,-0
13.734,-111.418,-77.0356,-0,-0
14.7115,-107.581,-77.1582,-0,-0
15.6891,-104.339,-77.2629,-0,-0
16.6667,-101.58,-77.3532,-0,-0
17.6443,-99.2193,-77.432,-0,-0
18.6219,-97.1906,-77.5011,-0,-0
19.5995,-95.4414,-77.562,-0,-0
20.577,-93.9287,-77.6159,-0,-0
22.0449,-92.0263,-77.6859,-0,-0
23.5128,-90.4813,-77.745,-0,-0
24.9807,-89.2193,-77.7952,-0,-0
27.2029,-87.7234,-77.8576,-0,-0
29.425,-86.6049,-77.9069,-0,-0
31.6472,-85.765,-77.946,-0,-0
33.8694,-85.131,-77.9771,-0,-0
36.0916,-84.6487,-78.002,-0,-0
38.3137,-84.2789,-78.0218,-0,-0
40.5359,-83.9939,-78.0378,-0,-0
43.8719,-83.681,-78.056,-0,-0
47.2079,-83.4659,-78.0692,-0,-0
50.5438,-83.3186,-78.0786,-0,-0
53.8798,-83.2176,-78.0854,-0,-0
57.2158,-83.1478,-78.0902,-0,-0
60.5518,-83.0989,-78.0937,-0,-0
65.8623,-83.0484,-78.0974,-0,-0
71.1728,-83.0188,-78.0997,-0,-0
76.4833,-83.0022,-78.101,-0,-0
81.7938,-82.9934,-78.1017,-0,-0
87.1043,-82.9887,-78.1021,-0,-0
92.4148,-82.986,-78.1024,-0,-0
102.415,-82.9828,-78.1027,-0,-0
112.415,-82.9811,-78.1028,-0,-0
122.415,-82.9809,-78.1028,-0,-0
132.415,-82.9815,-78.1028,-0,-0
142.415,-82.9819,-78.1028,-0,-0
152.415,-82.982,-78.1028,-0,-0
162.415,-82.982,-78.1028,-0,-0
172.415,-82.9819,-78.1028,-0,-0
182.415,-82.982,-78.1028,-0,-0
192.415,-82.982,-78.1028,-0,-0
202.415,-82.982,-78.1028,-0,-0
212.415,-82.982,-78.1028,-0,-0
222.415,-82.982,-78.1028,-0,-0
232.415,-82.982,-78.1028,-0,-0
242.415,-82.982,-78.1028,-0,-0
252.415,-82.982,-78.1028,-0,-0
262.415,-82.982,-78.1028,-0,-0
272.415,-82.982,-78.1028,-0,-0
282.415,-82.982,-78.1028,-0,-0
292.415,-82.982,-78.1028,-0,-0
302.415,-82.982,-78.1028,-0,-0
312.415,-82.982,-78.1028,-0,-0
322.415,-82.982,-78.1028,-0,-0
332.415,-82.982,-78.1028,-0,-0
342.415,-82.982,-78.1028,-0,-0
352.415,-82.982,-78.1028,-0,-0
362.415,-82.982,-78.1028,-0,-0
372.415,-82.982,-78.1028,-0,-0
382.415,-82.982,-78.1028,-0,-0
392.415,-82.982,-78.1028,-0,-0
402.415,-82.982,-78.1028,-0,-0
412.415,-82.982,-78.1028,-0,-0
422.415,-82.982,-78.1028,-0,-0
432.415,-82.982,-78.1028,-0,-0
442.415,-82.982,-78.1028,-0,-0
452.415,-82.982,-78.1028,-0,-0
462.415,-82.982,-78.1028,-0,-0
472.415,-82.982,-78.1028,-0,-0
